date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
21:27:24	51/51	---M--	200	added ('OK')	text/plain	etag:%22631128be-33%22	https://www.socialtables.com/robots.txt		(from )
21:27:25	112788/112788	---MCZ	200	added ('OK')	text/html	date:Mon,%2007%20Nov%202022%2015:57:25%20GMT	https://www.socialtables.com/blog/hospitality/hospitality-blogs/	C:/My%20Web%20Sites/vin8/www.socialtables.com/blog/hospitality/hospitality-blogs/index.html	(from )
21:27:25	88981/88981	---MCZ	200	added ('OK')	text/css	etag:W/%226363d0d7-15b95%22	https://www.socialtables.com/wp-content/cache/fvm/min/1665736253-css0c5dde491c2cd328689006687264d15c9eb57e0b8540c0f4cd59f3b820f8a.css	C:/My%20Web%20Sites/vin8/www.socialtables.com/wp-content/cache/fvm/min/1665736253-css0c5dde491c2cd328689006687264d15c9eb57e0b8540c0f4cd59f3b820f8a.css	(from https://www.socialtables.com/blog/hospitality/hospitality-blogs/)
21:27:26	18201/18201	---MCZ	200	added ('OK')	text/css	etag:W/%2263491e3f-4719%22	https://www.socialtables.com/wp-content/cache/fvm/min/1665736253-cssde218f16300fc032f3954851c70bd6136dac854d5efaf0e2c2025c3adc623.css	C:/My%20Web%20Sites/vin8/www.socialtables.com/wp-content/cache/fvm/min/1665736253-cssde218f16300fc032f3954851c70bd6136dac854d5efaf0e2c2025c3adc623.css	(from https://www.socialtables.com/blog/hospitality/hospitality-blogs/)
21:27:26	7585/7585	---MCZ	200	added ('OK')	text/css	etag:W/%2263491e3f-1da1%22	https://www.socialtables.com/wp-content/cache/fvm/min/1665736253-css1e6e9039bbcc7daa4d2ee7990b6e60e5d175d592f57377ef1bfec3fd52ad3.css	C:/My%20Web%20Sites/vin8/www.socialtables.com/wp-content/cache/fvm/min/1665736253-css1e6e9039bbcc7daa4d2ee7990b6e60e5d175d592f57377ef1bfec3fd52ad3.css	(from https://www.socialtables.com/blog/hospitality/hospitality-blogs/)
21:27:26	5897/5897	---MCZ	200	added ('OK')	text/css	etag:W/%2263491e3f-1709%22	https://www.socialtables.com/wp-content/cache/fvm/min/1665736253-css9611df1678f4f7e91899e5713cba392a640e16ad68b31a2b6e9f5e8e8e37b.css	C:/My%20Web%20Sites/vin8/www.socialtables.com/wp-content/cache/fvm/min/1665736253-css9611df1678f4f7e91899e5713cba392a640e16ad68b31a2b6e9f5e8e8e37b.css	(from https://www.socialtables.com/blog/hospitality/hospitality-blogs/)
21:27:27	58765/58765	---MCZ	200	added ('OK')	text/css	etag:W/%2263491e40-e58d%22	https://www.socialtables.com/wp-content/cache/fvm/min/1665736253-cssbf0da50f5e483efae6848156a898930ed2a7838aa8e4d5579eddc9294653c.css	C:/My%20Web%20Sites/vin8/www.socialtables.com/wp-content/cache/fvm/min/1665736253-cssbf0da50f5e483efae6848156a898930ed2a7838aa8e4d5579eddc9294653c.css	(from https://www.socialtables.com/blog/hospitality/hospitality-blogs/)
21:27:27	121198/121198	---MCZ	200	added ('OK')	text/css	etag:W/%2263491e40-1d96e%22	https://www.socialtables.com/wp-content/cache/fvm/min/1665736253-css7fc50da7d4159f3608db6a0af96fa3968f392a205eb3eaf689600decaa27f.css	C:/My%20Web%20Sites/vin8/www.socialtables.com/wp-content/cache/fvm/min/1665736253-css7fc50da7d4159f3608db6a0af96fa3968f392a205eb3eaf689600decaa27f.css	(from https://www.socialtables.com/blog/hospitality/hospitality-blogs/)
21:27:28	52786/52786	---MCZ	200	added ('OK')	text/css	etag:W/%2263491e40-ce32%22	https://www.socialtables.com/wp-content/cache/fvm/min/1665736253-css6729840c7274a939b216ed1cda464cd64c68284b2e14bc79cd72bab5bb9cd.css	C:/My%20Web%20Sites/vin8/www.socialtables.com/wp-content/cache/fvm/min/1665736253-css6729840c7274a939b216ed1cda464cd64c68284b2e14bc79cd72bab5bb9cd.css	(from https://www.socialtables.com/blog/hospitality/hospitality-blogs/)
21:27:28	1521/1521	---MCZ	200	added ('OK')	text/css	etag:W/%226363d0d7-5f1%22	https://www.socialtables.com/wp-content/cache/fvm/min/1665736253-cssc8c8aa6c3c1eea9d5e2626af9b034595a1e214dba27fbdbe0d9c9ba9eab67.css	C:/My%20Web%20Sites/vin8/www.socialtables.com/wp-content/cache/fvm/min/1665736253-cssc8c8aa6c3c1eea9d5e2626af9b034595a1e214dba27fbdbe0d9c9ba9eab67.css	(from https://www.socialtables.com/blog/hospitality/hospitality-blogs/)
21:27:29	89521/89521	---MCZ	200	added ('OK')	application/javascript	etag:W/%226048e0ac-15db1%22	https://socialtables.wpenginepowered.com/wp-includes/js/jquery/jquery.min.js?ver=3.6.0	C:/My%20Web%20Sites/vin8/socialtables.wpenginepowered.com/wp-includes/js/jquery/jquery.minaf6c.js	(from https://www.socialtables.com/blog/hospitality/hospitality-blogs/)
21:27:29	11224/11224	---MCZ	200	added ('OK')	application/javascript	etag:W/%225fb4e3fe-2bd8%22	https://socialtables.wpenginepowered.com/wp-includes/js/jquery/jquery-migrate.min.js?ver=3.3.2	C:/My%20Web%20Sites/vin8/socialtables.wpenginepowered.com/wp-includes/js/jquery/jquery-migrate.mind617.js	(from https://www.socialtables.com/blog/hospitality/hospitality-blogs/)
21:27:29	5629/5629	---MCZ	200	added ('OK')	application/javascript	etag:W/%225ee520a7-15fd%22	https://socialtables.wpenginepowered.com/wp-includes/js/imagesloaded.min.js?ver=6.0.3	C:/My%20Web%20Sites/vin8/socialtables.wpenginepowered.com/wp-includes/js/imagesloaded.min1eb7.js	(from https://www.socialtables.com/blog/hospitality/hospitality-blogs/)
21:27:30	4507/4507	---M--	200	added ('OK')	image/png	etag:%22631128e5-119b%22	https://socialtables.wpenginepowered.com/wp-content/uploads/2017/02/cropped-ST_Icon-300x300.png	C:/My%20Web%20Sites/vin8/socialtables.wpenginepowered.com/wp-content/uploads/2017/02/cropped-ST_Icon-300x300.png	(from https://www.socialtables.com/blog/hospitality/hospitality-blogs/)
21:27:30	1555/1555	---M--	400	error ('Bad%20Request')	text/html	date:Mon,%2007%20Nov%202022%2015:57:31%20GMT	https://www.googletagmanager.com/gtm.js?id=	C:/My%20Web%20Sites/vin8/www.googletagmanager.com/gtm.c5445.delayed	(from https://www.socialtables.com/blog/hospitality/hospitality-blogs/)
21:27:31	9052/9052	---M--	200	added ('OK')	image/png	etag:%22631128c9-3e6b%22	https://socialtables.wpenginepowered.com/wp-content/uploads/2019/02/Cvent-and-Social-Tables.png	C:/My%20Web%20Sites/vin8/socialtables.wpenginepowered.com/wp-content/uploads/2019/02/Cvent-and-Social-Tables.png	(from https://www.socialtables.com/blog/hospitality/hospitality-blogs/)
21:27:31	222771/222771	---M--	200	added ('OK')	image/png	etag:%22631128c6-3ca3d%22	https://socialtables.wpenginepowered.com/wp-content/uploads/2019/08/WorkFromHome-1024x784.png	C:/My%20Web%20Sites/vin8/socialtables.wpenginepowered.com/wp-content/uploads/2019/08/WorkFromHome-1024x784.png	(from https://www.socialtables.com/blog/hospitality/hospitality-blogs/)
21:27:32	15979/15979	---M--	200	added ('OK')	image/png	etag:%22631128c9-3e6b%22	https://www.socialtables.com/wp-content/uploads/2019/02/Cvent-and-Social-Tables.png	C:/My%20Web%20Sites/vin8/www.socialtables.com/wp-content/uploads/2019/02/Cvent-and-Social-Tables.png	(from https://www.socialtables.com/blog/hospitality/hospitality-blogs/)
21:27:33	110187/110187	---M--	200	added ('OK')	image/jpeg	etag:%22631128c5-1c9d4%22	https://socialtables.wpenginepowered.com/wp-content/uploads/2019/07/Computers.jpg	C:/My%20Web%20Sites/vin8/socialtables.wpenginepowered.com/wp-content/uploads/2019/07/Computers.jpg	(from https://www.socialtables.com/blog/hospitality/hospitality-blogs/)
21:27:34	160175/160175	---M--	200	added ('OK')	image/png	etag:%22631128c6-2f181%22	https://socialtables.wpenginepowered.com/wp-content/uploads/2019/08/event-services-block.png	C:/My%20Web%20Sites/vin8/socialtables.wpenginepowered.com/wp-content/uploads/2019/08/event-services-block.png	(from https://www.socialtables.com/blog/hospitality/hospitality-blogs/)
21:27:34	124325/124325	---M--	200	added ('OK')	image/png	etag:%22631128c5-1e949%22	https://socialtables.wpenginepowered.com/wp-content/uploads/2019/08/Hand-Shake.png	C:/My%20Web%20Sites/vin8/socialtables.wpenginepowered.com/wp-content/uploads/2019/08/Hand-Shake.png	(from https://www.socialtables.com/blog/hospitality/hospitality-blogs/)
21:27:35	110308/110308	---M--	200	added ('OK')	image/png	etag:%22631128d0-1e0ac%22	https://socialtables.wpenginepowered.com/wp-content/uploads/2018/04/Event-Sales-Solution-1024x522.png	C:/My%20Web%20Sites/vin8/socialtables.wpenginepowered.com/wp-content/uploads/2018/04/Event-Sales-Solution-1024x522.png	(from https://www.socialtables.com/blog/hospitality/hospitality-blogs/)
21:27:35	133465/133465	---M--	200	added ('OK')	image/png	etag:%22631128c5-245dd%22	https://socialtables.wpenginepowered.com/wp-content/uploads/2019/07/Briefcase-1024x779.png	C:/My%20Web%20Sites/vin8/socialtables.wpenginepowered.com/wp-content/uploads/2019/07/Briefcase-1024x779.png	(from https://www.socialtables.com/blog/hospitality/hospitality-blogs/)
21:27:35	134299/134299	---M--	200	added ('OK')	image/png	etag:%22631128ca-29518%22	https://socialtables.wpenginepowered.com/wp-content/uploads/2018/11/asset72X@3x.png	C:/My%20Web%20Sites/vin8/socialtables.wpenginepowered.com/wp-content/uploads/2018/11/asset72X@3x.png	(from https://www.socialtables.com/blog/hospitality/hospitality-blogs/)
21:27:35	521/521	---M--	200	added ('OK')	image/png	etag:%22631128c9-2cc%22	https://socialtables.wpenginepowered.com/wp-content/uploads/2018/12/FB-Green-Icon.png	C:/My%20Web%20Sites/vin8/socialtables.wpenginepowered.com/wp-content/uploads/2018/12/FB-Green-Icon.png	(from https://www.socialtables.com/blog/hospitality/hospitality-blogs/)
21:27:36	1021/1021	---M--	200	added ('OK')	image/png	etag:%22631128ca-5ae%22	https://socialtables.wpenginepowered.com/wp-content/uploads/2018/12/Twitteer-Green-Icon.png	C:/My%20Web%20Sites/vin8/socialtables.wpenginepowered.com/wp-content/uploads/2018/12/Twitteer-Green-Icon.png	(from https://www.socialtables.com/blog/hospitality/hospitality-blogs/)
21:27:36	938/938	---M--	200	added ('OK')	image/png	etag:%22631128c9-592%22	https://socialtables.wpenginepowered.com/wp-content/uploads/2018/12/IG-Green-Icon.png	C:/My%20Web%20Sites/vin8/socialtables.wpenginepowered.com/wp-content/uploads/2018/12/IG-Green-Icon.png	(from https://www.socialtables.com/blog/hospitality/hospitality-blogs/)
21:27:37	818/818	---M--	200	added ('OK')	image/png	etag:%22631128c9-46b%22	https://socialtables.wpenginepowered.com/wp-content/uploads/2018/12/LI-Green-Icon.png	C:/My%20Web%20Sites/vin8/socialtables.wpenginepowered.com/wp-content/uploads/2018/12/LI-Green-Icon.png	(from https://www.socialtables.com/blog/hospitality/hospitality-blogs/)
21:27:37	776/776	---M--	200	added ('OK')	image/png	etag:%22631128ca-3fe%22	https://socialtables.wpenginepowered.com/wp-content/uploads/2018/12/YT-Geen-ICON.png	C:/My%20Web%20Sites/vin8/socialtables.wpenginepowered.com/wp-content/uploads/2018/12/YT-Geen-ICON.png	(from https://www.socialtables.com/blog/hospitality/hospitality-blogs/)
21:27:37	30632/30632	---MCZ	200	added ('OK')	application/javascript	etag:W/%22631b39d8-77a8%22	https://socialtables.wpenginepowered.com/wp-content/themes/bb-theme-child/js/marketo-mcid-integration.js	C:/My%20Web%20Sites/vin8/socialtables.wpenginepowered.com/wp-content/themes/bb-theme-child/js/marketo-mcid-integration.js	(from https://www.socialtables.com/blog/hospitality/hospitality-blogs/)
21:27:37	94983/94983	---MCZ	200	added ('OK')	application/javascript	etag:W/%226311291d-17307%22	https://socialtables.wpenginepowered.com/wp-content/plugins/posts-table-pro/assets/js/datatables/datatables.min.js?ver=1.10.16	C:/My%20Web%20Sites/vin8/socialtables.wpenginepowered.com/wp-content/plugins/posts-table-pro/assets/js/datatables/datatables.min47e3.js	(from https://www.socialtables.com/blog/hospitality/hospitality-blogs/)
21:27:37	949529/949529	---M--	200	added ('OK')	image/png	etag:%22631128c6-e7d19%22	https://www.socialtables.com/wp-content/uploads/2019/08/WorkFromHome.png	C:/My%20Web%20Sites/vin8/www.socialtables.com/wp-content/uploads/2019/08/WorkFromHome.png	(from https://www.socialtables.com/blog/hospitality/hospitality-blogs/)
21:27:37	9566/9566	---MCZ	200	added ('OK')	application/javascript	etag:W/%226311291e-255e%22	https://socialtables.wpenginepowered.com/wp-content/plugins/posts-table-pro/assets/js/jquery-blockui/jquery.blockUI.min.js?ver=2.70.0	C:/My%20Web%20Sites/vin8/socialtables.wpenginepowered.com/wp-content/plugins/posts-table-pro/assets/js/jquery-blockui/jquery.blockUI.min6a65.js	(from https://www.socialtables.com/blog/hospitality/hospitality-blogs/)
21:27:38	9634/9634	---MCZ	200	added ('OK')	application/javascript	etag:W/%226311291d-25a2%22	https://socialtables.wpenginepowered.com/wp-content/plugins/posts-table-pro/assets/js/posts-table-pro.min.js?ver=2.1.3	C:/My%20Web%20Sites/vin8/socialtables.wpenginepowered.com/wp-content/plugins/posts-table-pro/assets/js/posts-table-pro.min4c71.js	(from https://www.socialtables.com/blog/hospitality/hospitality-blogs/)
21:27:38	731/731	---MCZ	200	added ('OK')	application/javascript	etag:W/%2263121bf7-2db%22	https://socialtables.wpenginepowered.com/wp-content/plugins/bb-plugin/js/jquery.ba-throttle-debounce.min.js?ver=2.5.5.4	C:/My%20Web%20Sites/vin8/socialtables.wpenginepowered.com/wp-content/plugins/bb-plugin/js/jquery.ba-throttle-debounce.min1a14.js	(from https://www.socialtables.com/blog/hospitality/hospitality-blogs/)
21:27:38	19875/19875	---MCZ	200	added ('OK')	application/javascript	etag:W/%2263121bf7-4da3%22	https://socialtables.wpenginepowered.com/wp-content/plugins/bb-plugin/js/jquery.magnificpopup.min.js?ver=2.5.5.4	C:/My%20Web%20Sites/vin8/socialtables.wpenginepowered.com/wp-content/plugins/bb-plugin/js/jquery.magnificpopup.min1a14.js	(from https://www.socialtables.com/blog/hospitality/hospitality-blogs/)
21:27:38	1782/1782	---MCZ	200	added ('OK')	application/javascript	etag:W/%2263121bf7-6f6%22	https://socialtables.wpenginepowered.com/wp-content/plugins/bb-plugin/js/jquery.fitvids.min.js?ver=1.2	C:/My%20Web%20Sites/vin8/socialtables.wpenginepowered.com/wp-content/plugins/bb-plugin/js/jquery.fitvids.min62ea.js	(from https://www.socialtables.com/blog/hospitality/hospitality-blogs/)
21:27:39	39681/39681	---MCZ	200	added ('OK')	application/javascript	etag:W/%226311291b-9b01%22	https://socialtables.wpenginepowered.com/wp-content/themes/bb-theme/js/bootstrap.min.js?ver=1.7.9	C:/My%20Web%20Sites/vin8/socialtables.wpenginepowered.com/wp-content/themes/bb-theme/js/bootstrap.min97e9.js	(from https://www.socialtables.com/blog/hospitality/hospitality-blogs/)
21:27:39	22766/22766	---MCZ	200	added ('OK')	application/javascript	etag:W/%226311291b-58ee%22	https://socialtables.wpenginepowered.com/wp-content/themes/bb-theme/js/theme.min.js?ver=1.7.9	C:/My%20Web%20Sites/vin8/socialtables.wpenginepowered.com/wp-content/themes/bb-theme/js/theme.min97e9.js	(from https://www.socialtables.com/blog/hospitality/hospitality-blogs/)
21:27:39	201/201	---M--	200	added ('OK')	image/png	etag:%226311291e-c9%22	https://www.socialtables.com/wp-content/plugins/posts-table-pro/assets/css/datatables/DataTables-1.10.16/images/sort_both.png	C:/My%20Web%20Sites/vin8/www.socialtables.com/wp-content/plugins/posts-table-pro/assets/css/datatables/DataTables-1.10.16/images/sort_both.png	(from https://www.socialtables.com/wp-content/cache/fvm/min/1665736253-cssde218f16300fc032f3954851c70bd6136dac854d5efaf0e2c2025c3adc623.css)
21:27:40	160/160	---M--	200	added ('OK')	image/png	etag:%226311291e-a0%22	https://www.socialtables.com/wp-content/plugins/posts-table-pro/assets/css/datatables/DataTables-1.10.16/images/sort_asc.png	C:/My%20Web%20Sites/vin8/www.socialtables.com/wp-content/plugins/posts-table-pro/assets/css/datatables/DataTables-1.10.16/images/sort_asc.png	(from https://www.socialtables.com/wp-content/cache/fvm/min/1665736253-cssde218f16300fc032f3954851c70bd6136dac854d5efaf0e2c2025c3adc623.css)
21:27:40	158/158	---M--	200	added ('OK')	image/png	etag:%226311291e-9e%22	https://www.socialtables.com/wp-content/plugins/posts-table-pro/assets/css/datatables/DataTables-1.10.16/images/sort_desc.png	C:/My%20Web%20Sites/vin8/www.socialtables.com/wp-content/plugins/posts-table-pro/assets/css/datatables/DataTables-1.10.16/images/sort_desc.png	(from https://www.socialtables.com/wp-content/cache/fvm/min/1665736253-cssde218f16300fc032f3954851c70bd6136dac854d5efaf0e2c2025c3adc623.css)
21:27:40	148/148	---M--	200	added ('OK')	image/png	etag:%226311291e-94%22	https://www.socialtables.com/wp-content/plugins/posts-table-pro/assets/css/datatables/DataTables-1.10.16/images/sort_asc_disabled.png	C:/My%20Web%20Sites/vin8/www.socialtables.com/wp-content/plugins/posts-table-pro/assets/css/datatables/DataTables-1.10.16/images/sort_asc_disabled.png	(from https://www.socialtables.com/wp-content/cache/fvm/min/1665736253-cssde218f16300fc032f3954851c70bd6136dac854d5efaf0e2c2025c3adc623.css)
